-4.093747952425474401e-01;1.272873466418455557e+00
-3.207742584737744984e-01;1.371707172452262480e+00
-7.801443698903341994e-01;-8.795866027209469085e-01
-9.002297842252764415e-01;1.944080409552604305e-01
-7.899069184251448217e-01;1.277415651074333969e+00
-1.064227016710746820e+00;1.577748186925446827e+00
6.271735633545150179e-02;-6.624334303333606622e-01
-1.081742881748030793e+00;-1.138903494005069739e+00
-3.478347975638446110e-01;2.315913438457736895e+00
-1.593221353856872913e-01;8.704372653615531918e-01
-1.264664255869887288e-01;-5.687594944844764910e-01
-5.171612270078398410e-01;2.031631693903233504e+00
1.181968423977464155e-02;1.577412978265134047e+00
-8.714042442704547087e-01;7.069119216573341857e-01
-6.067030959802462986e-01;6.994904533584224149e-01
-3.762460940406390786e-01;-1.288964353856985490e+00
-5.616251829762836101e-01;1.360219907174335052e+00
-6.475330335009480409e-01;1.700791319329562068e+00
3.293300527217775109e-01;-5.914325008561289732e-01
-5.225529329241465071e-01;1.885430725739763336e+00
-1.229769100415222693e+00;1.133769158280393707e+00
-3.997101070284457269e-01;4.341916953219127073e-02
-4.110776180851330452e-01;1.589584134541905058e+00
-6.834429035796257823e-01;9.710671060853769410e-01
3.298552584328524606e-01;-2.235356429106881704e-01
-7.823973182240482327e-01;1.885881006136181259e+00
-1.838671744770590255e-01;1.526080684054334835e+00
-4.320756571074843011e-01;2.026073441534971042e+00
-6.956298357309357305e-01;-1.981965770772331492e-02
-9.683564908030275475e-01;-3.570674896532954889e-03
-2.632285752238777143e-01;2.165055076903929621e+00
-4.482321233780774405e-01;1.934633531017447172e+00
-3.726037223899051343e-01;1.405453149263033552e+00
-5.400453412059429414e-01;1.192292002178342081e+00
-8.895416512388136798e-01;6.918103535868491694e-02
2.436012675680453432e-01;-2.760564744661722636e-01
-9.308507681214548413e-01;9.552159806396000041e-01
-3.968576188600533294e-01;1.375781037653764916e+00
-1.334971244537536128e-01;6.117221787701759839e-01
3.041268191333150739e-01;5.544550887187947863e-01
-7.815428562804538348e-02;2.126445250027945821e+00
-3.160955323153580299e-02;8.331960153000731450e-01
-5.487077534455343519e-01;9.574708960146055547e-01
-4.694751428325996678e-01;1.226845130004431628e+00
-1.486854978973939367e-02;1.010596737733758577e+00
-8.151728003488341034e-01;8.621849053913300809e-01
-4.060743376913560354e-01;1.556629255856602612e+00
1.867022345567506125e-01;1.361392537035193140e+00
-2.064092327182008857e-01;9.227186814724647190e-01
-7.627063398373868930e-01;-1.071926933623610356e+00
-9.846850742445116822e-01;1.357557016296929042e+00
-5.253969040749661978e-02;1.200520810315506726e+00
1.125705460274893932e-01;1.304895720765130163e-01
-1.837999649382657807e-01;8.401676659432663063e-01
-6.818733377577340660e-01;-2.814422846421023583e-01
-1.708186060125960193e-02;2.242686298064476835e-01
-1.453161608742903343e-02;1.020781155066917911e+00
-4.072461393391918483e-01;1.740440538721258701e+00
-1.664962046058693357e-01;4.661220925349681687e-01
-7.263939099234861807e-02;4.862906029470949187e-01
-8.204407597675533736e-02;1.556040854588629063e+00
-4.070887187855813938e-01;-3.802116932881089428e-01
-1.389828057747966250e+00;1.317822911930884633e+00
-2.117877768316250853e-01;1.010015946258610242e+00
-8.494874209737054427e-01;1.454244702622831120e+00
7.302537058010516446e-02;-6.869457189401395603e-01
-1.116372998897331215e+00;5.318882663092066032e-01
5.938602979241891511e-02;7.220385334937952093e-01
-2.852926690268862697e-01;1.361987820525823345e+00
-7.073027920093144516e-02;1.767162155268101387e+00
-1.137106797481491904e-01;1.299115437961853914e+00
-5.674195784717572799e-01;1.156785366414104566e+00
1.090412682810402156e-01;5.156203153843789133e-01
-3.151158554352470054e-01;9.878272426033095632e-01
-1.244540592315971583e+00;8.803359560815494644e-01
-1.212300717912180303e-01;7.925427083529797967e-01
-1.034229393733125058e+00;1.439493452815389762e+00
-1.955932625540914849e-01;-8.737249071880048845e-02
-2.509250729698081495e-01;1.445832456656862330e+00
-1.018598544333243039e+00;1.163210063938766137e+00
-3.049033753503376243e-01;2.181132126625429102e+00
-9.720016479362910689e-01;1.767535504093251664e+00
-1.451568084706763129e+00;1.022587344759778194e+00
5.815958277113828512e-01;3.074544042488509543e-01
-9.233180408817636131e-01;9.623163297098041857e-01
1.254473770527365639e-01;2.835762187529554668e-01
-1.536245041764661146e-01;-1.546819682411009755e-01
-2.615280941960240191e-01;-2.190253566757751069e-01
-4.170829857116257755e-01;1.512971893416783065e+00
-1.514135773407241370e-01;-2.119645828951263467e-01
-6.084528364353691821e-03;4.239747995358533750e-02
-2.145128847975650288e-01;1.446961695926300084e+00
-5.013576400664713217e-01;1.432951355890591305e+00
-4.514079596922188631e-01;2.012898866522878638e+00
4.260001134439252990e-01;-5.592384184769859656e-01
-9.346602725520913868e-01;1.615717321350687019e+00
-6.905733134725491329e-01;1.615806848508195337e+00
1.922185182999558428e-02;1.126869203601022384e+00
-3.774672909257776876e-01;1.564730139068671200e+00
-5.645163717867840436e-02;1.060933437928907264e+00
4.965481946217131792e-01;-9.034268305902556362e-01
-7.334604246311939857e-01;1.574214797439277280e+00
-2.430966337142304035e-01;3.667650558612244316e-01
-1.268779051393878587e+00;1.013649562452486386e+00
-6.663604613825906409e-01;-2.426385403383141404e-01
-4.536426983957142500e-01;1.121999026516123266e+00
1.073605852184404963e-01;-3.637961837963396561e-01
1.309891612615596834e-01;-2.844127421202286565e-01
-2.190819134210236219e-01;2.460409602700555087e+00
-4.695058926928896148e-01;1.941490865057288850e+00
-2.536893370284257765e-01;9.786509858900706016e-01
-1.113285669215417162e+00;1.085323630219289015e+00
-5.034985877364096529e-01;7.829572673909557246e-02
-3.839820075448520664e-01;2.037328496522397447e+00
-1.636008726282254244e-01;1.648112124039031734e+00
-5.470800399394319946e-01;2.249685512945143628e+00
2.672294958061083303e-01;1.625728738500643811e+00
-6.704293847515181426e-01;8.748775153615732103e-01
-1.034273387464773597e-01;-2.850546330531802952e-01
2.806131543691566810e-01;-4.684739032631164424e-01
-1.873535140813065158e-02;2.209377926901433309e+00
-1.070782347396417311e-01;1.438359429108631460e+00
-4.904524400482765389e-01;-3.154872396041651372e-01
-2.087919830489259332e-01;1.645790276411891462e+00
-8.047793766652618919e-01;1.449212636803883569e+00
3.941041104722664556e-02;6.095151505847064000e-01
-8.075198582691095472e-01;2.417656306250458353e+00
-1.148097355042434931e+00;1.586114184782307923e+00
-6.529689401853278063e-02;1.864569096748070365e+00
4.710774086486686496e-01;-9.668525988699779861e-01
-3.301683950849876314e-02;-1.495884494016038180e-01
-1.370461425635556285e+00;5.688892760434879348e-01
-4.673672679140246089e-01;1.428586580340336365e+00
-3.191023304907618097e-01;1.567323704115728411e+00
-2.921530221687955731e-01;1.699243781224855088e+00
-4.588627524327314466e-01;9.852177774963296608e-01
-3.067941147065574303e-01;1.483632022595449573e+00
-6.786359395039633924e-01;1.916348843890369746e+00
-3.215358203691920380e-02;1.150120835041473111e+00
-5.620513364982850923e-01;2.525837074860149745e+00
-3.022056510266079021e-01;1.730215911776833870e+00
-1.163124386316508607e-01;-2.496348341357374490e-01
3.583789516512172479e-01;2.710652123382579770e-01
-3.181797276471848290e-01;1.494081619474441514e+00
3.194389953311922437e-01;1.877252529530765379e+00
-8.345569466377322776e-01;-8.602699612379042238e-01
4.127573888299695959e-02;8.593532488447769291e-01
-8.136063291380721818e-01;7.830774153890348588e-01
-3.524909585548143265e-01;-7.747656517829183409e-01
-1.397467929454740965e-01;7.363176149387410385e-01
-7.453968203251446489e-01;1.073678748932883842e+00
-2.435228582446646861e-02;1.448796779424029513e+00
